Property_Price,Market_Volatility,Crime_Rate,School_Rating,Infrastructure_Score,Loan_Interest_Rate,Risk_Level
244776,0.7466115437528983,5.3141899612406664,8.544388235911345,8.708440624863162,11.798309643105389,Medium
267851,0.5815330588404195,3.823549220746864,7.3844467037865185,8.51559350909518,8.24365781436329,Low
482315,0.5289575357137708,6.457338499900381,9.539613602480173,9.346196625276674,11.95926737112133,Low
451787,0.8547243028323623,2.2527822215577684,1.2827963936014564,4.292972286011924,11.203632532792657,High
286584,0.2845698041345132,9.084354645634354,7.625803825546858,3.8624461529582685,4.993655449017952,Medium
88044,0.9711946598538108,8.463991646271554,3.972185014027648,7.744834053827278,3.505458089129818,High
363358,0.7398572309530734,3.8577830308906336,9.154592971177287,4.880011645873045,5.300751844158254,Low
426896,0.2795562346044878,9.57517774841165,3.4000767699577983,1.7879379762500256,7.748072840994779,High
98984,0.7626224653286393,8.426806906740113,7.523708493835153,3.5452101760344976,4.54436730358671,Medium
352918,0.576856020863005,6.996761972515357,8.898823176857032,4.767240569783402,4.507137700661897,Medium
314712,0.73650708608,2.0958572001274733,1.3749113654441418,3.632647829286268,7.163341923946378,Medium
170151,0.7910015512985549,5.304106207432651,4.578828216328326,3.9898501385258944,3.299411740524226,Medium
183767,0.1785611616307079,5.554967993620758,7.860781288197448,3.643983155569517,4.096992742790434,Low
174375,0.5554935607234124,3.092962225288421,5.0942700055682835,1.3734925046477149,6.742752054671528,Medium
229262,0.9388129080312407,1.7196885492337175,3.4052736681423577,6.7338523074199825,3.5681691828716984,Low
186330,0.3885779729435629,7.990512674245235,2.97824813940871,6.375631783181223,6.5707955080997635,Medium
351648,0.6344947878021089,2.098315469119555,2.183664402247401,6.880451486308125,7.266056393536005,Low
214231,0.43230743335890653,6.348616755055972,8.71416603870654,2.7307890643026473,7.06139952665803,Medium
63986,0.5088411749971897,9.428042564952944,6.178198629264004,3.6608908745123676,10.822573716627787,High
111858,0.5937428061443379,8.884946733382382,1.6874645049231038,6.5765433425043005,7.770562095465592,High
179312,0.5940297819000796,3.49977361374335,4.4432229121357185,6.396648116139293,7.21182416230239,Low
62666,0.2815574160972123,8.663037737961389,4.309602857245989,5.55697278418841,6.6963832085249955,Medium
350804,0.71611439309185,1.0029925550844045,2.6356527163851666,4.153719250091777,10.358610404740375,Medium
184633,0.17908130011839113,1.159190286519315,4.919568629249716,9.216379042972209,11.055509435998498,Low
338998,0.22494229609781835,6.4229784745857845,3.988894288538228,4.057932180689594,10.679182222774058,Medium
376649,0.10243980947289671,4.283183972300765,4.076233349429643,5.100572407935264,9.061919203182518,Low
154488,0.2050264577275132,4.478147570432324,7.651239020091628,7.103024478587878,4.236255713718068,Low
233323,0.525849580946703,6.0799698161099425,3.009370469546767,5.887192877800877,5.4918297254281105,Medium
334806,0.6454916929502548,2.726042100326745,6.7767396296981985,4.121973787279471,3.4145675731377967,Low
320536,0.8148605049698162,2.905798155989305,6.135846614928414,4.920803114108589,11.377416674911027,Medium
80535,0.19602932510209248,5.361414283169783,6.1128326110408056,8.150327360681555,8.947186767218193,Low
425713,0.8656547140148092,7.788281899094767,6.967066115275983,3.503162399379512,9.717265958819173,High
364400,0.7713770729938463,6.575479762668289,5.935438325760885,2.2802971579913387,5.804145656240061,High
401279,0.4676664636423252,3.67619543413155,8.913296033617462,3.818468816467994,10.610881700496082,Low
439622,0.9396442603899592,4.873034597580291,7.080220827552338,8.645807939391112,5.336429553376306,Low
347366,0.9918365288116515,2.5359828269499856,5.9226692623424935,1.80090743370712,3.014793814012047,Medium
127373,0.28450162904791354,1.6716683290337353,8.467868082588804,9.925264660352067,6.3877346626862455,Low
173684,0.4413057264674204,8.044264366697343,6.455319084401317,5.869026090348963,8.13685332863166,Medium
323109,0.93380448123074,3.388486682693751,3.620298230066611,9.863611695703845,7.3083437216897025,Medium
74538,0.7494368956761495,2.5998974906612338,2.863854263589141,9.450967798773798,10.758685283189372,Medium
420210,0.14328517956767894,7.224562500123874,2.370950070964109,5.075323427898251,3.9486475736055024,Medium
251664,0.8033630335762734,6.5624650685846735,9.095096912914915,2.786419671448142,7.98441096570353,Medium
425396,0.8451467984597427,6.6987066341211765,7.3912188861825925,2.483962989086246,7.616814148388167,High
189182,0.7754517322887822,3.0600514436195225,9.436405943478887,3.1599042748296178,5.532536839549467,Low
208338,0.819583417827564,3.093809847064129,6.429626251434487,7.3911937650808355,10.400053013193094,Medium
234064,0.8426194090235175,2.9872236680707522,5.260607933454213,3.4565499525833907,9.775637902939856,Medium
264020,0.26776448810932973,2.5637733609606506,1.537448400738004,4.072827426438685,9.59573268598648,Medium
148806,0.3121225714584998,6.901513053054907,7.044780533914268,5.039009235951533,10.885732304426003,Medium
450126,0.6703827073481595,8.632142967244611,6.23987883791408,9.219094123793107,9.50506140559369,High
423133,0.9170795174162644,7.518857227089951,9.911880042288592,2.704540760963615,5.086571625432538,Medium
140982,0.3845769240668452,8.128842703844889,3.152429000040187,1.0452389734882281,9.35006440484722,High
171626,0.629476008215551,4.643185861766798,5.776636197581523,1.5408676934035315,5.769325320508594,Medium
169176,0.7146838570754191,6.886682158347983,6.858616016062654,9.142897075121061,5.179571853127235,Medium
443422,0.5067537411691353,4.188126164002971,6.801320572681092,6.827648183590268,3.6570323360966457,Low
268126,0.7424042093697933,5.72954159771776,6.0516418865356245,3.457365573950261,9.696257223129091,High
268969,0.9097007007629558,5.334713618813761,7.992352092945029,2.59473250910072,9.3990086575483,Medium
172409,0.6616913897636538,2.5919843062946897,2.844830885741348,3.648400629734029,5.1104952990668435,Medium
73419,0.5858029557231698,4.483708843020677,7.530644802469743,2.033172345261521,9.744411150517404,Medium
493852,0.4948702078495052,9.674400479341159,6.577611142897803,9.47379619255997,11.260567947841977,High
303618,0.6197376438155131,3.237222319434479,9.06467600615116,8.057855569287401,3.9722606174242134,Low
295310,0.41982620663655634,2.2042336265153986,8.624749951302235,5.161520592212867,5.0937297454809745,Low
100015,0.4523338991813517,4.767225594615418,3.8363233521929794,8.784663446036816,9.75234714678584,Medium
298550,0.5786717317193566,8.113039622741333,3.4861359247763777,3.2451238386390906,5.470560061563704,High
172096,0.15995720115173528,6.23933406801975,9.834879914672031,7.4540851162497415,8.621975768553451,Low
157059,0.3061228518323167,7.128773445144201,5.745386628237309,8.705192491123691,3.7304780201734307,Low
235340,0.5885643795520681,2.707253633572095,9.15778867522993,4.210918404609453,7.069822311931849,Low
160687,0.4883753288227983,6.570533737069494,2.47492921402434,7.817180009056459,9.651822797936578,Medium
400083,0.3995342073212359,3.911503554203264,6.785370233201569,3.655651143378784,9.178625487389272,Low
461357,0.7574942231283713,8.508730293592908,8.288741686245276,3.689714217331277,10.335648906082262,High
261428,0.7243458466630046,6.663689254096625,9.52655724627802,1.9635146069876745,10.89706913942852,Medium
155878,0.2500576839940448,2.789706499977663,4.036061269153212,4.960522418584588,9.958651511328824,Low
252982,0.8907662038360944,1.5815501185967753,7.524830529316472,7.5674071584768,9.044289686450334,Low
499260,0.545881263763569,1.3836988835832946,5.849317081356571,9.461987250141565,3.2855024263442805,Low
248286,0.7673148200251408,4.342677108851267,1.5456603345982138,6.434172927361865,7.814700060684997,Medium
299002,0.6158357643316498,3.392660229888821,7.20999763578049,8.76821983962165,3.339279524233675,Low
300396,0.997923354331459,6.814811111162572,7.210869024140591,8.402451843612043,10.272610354044204,High
214899,0.7771628080349404,5.494004514807564,9.375461243618833,2.560087476777528,5.886520720139618,Medium
499036,0.7362824151191131,3.3941735020484263,5.475812015520752,5.372356860213683,8.061864367061288,Medium
374767,0.800714745145676,2.343140001551585,3.072258286394632,2.0523118197285233,5.5150077658701235,Medium
387594,0.22881518699362266,2.1447978641870464,1.4010744110381124,7.1393784540547145,10.042501299422643,Low
405570,0.28409013385251697,8.78194352926376,4.740779680173151,9.549097014214684,10.978522739777123,Medium
429989,0.7426576740012527,3.1913017156438053,3.7172503006975166,2.2338051227088087,6.587782447917576,Medium
465515,0.5445833384177764,6.865395831198715,7.84979475421488,7.604948177222871,10.766301541598901,Medium
93585,0.7791717626741049,8.296173351876396,4.1884098835694195,6.690143357810749,5.403675067106992,High
421369,0.19262442766973054,6.526731800662625,9.541640766833595,6.252445333072898,7.811948307679715,Low
114044,0.5828332163361353,8.736087084822511,9.660791826890058,4.511082112195053,10.728852868548335,Medium
485773,0.4409394090012242,4.531543493756271,6.588177311959372,4.196184829784313,5.932932083542113,Low
492296,0.5113001973535105,9.605999715840534,9.357942583133946,1.4072427011699906,11.586380385702771,High
159556,0.6435620848652612,2.1983050376028723,7.84768910063046,2.9611783742681212,4.096915516032452,Low
52693,0.5520595127162772,1.9193457669178429,5.921736768776135,1.1365919405814422,3.164475627511556,Low
407403,0.585874573401553,6.928229315866992,2.6227714188050033,6.232753950238185,11.137218173203715,High
293307,0.537721733796047,9.485480272719355,5.1273814916245595,1.9526791229011797,3.6178379953308504,High
250235,0.46805965937694394,8.279951154726952,6.047870170263558,8.857174546267444,11.927002763527426,Medium
75939,0.7946937825384206,1.6877517349424629,8.775654226615092,5.708287186274487,11.562571757811956,Low
492141,0.11098276508624007,3.5143094254124474,5.332000388820984,7.297209181528376,4.233188190326886,Low
486157,0.6385984310847043,9.372869963540413,9.07907205410161,4.697713826564469,7.838261631233093,High
202906,0.6089575125906764,3.277525895207061,7.06914081121122,6.045218281009438,4.664282677204299,Low
68047,0.7445611672596569,8.030533814082274,2.2329915674830425,9.483932592699674,6.853396557271079,High
338249,0.6391264282995939,8.426189763358334,9.954832323925837,1.744606356613037,3.5528261633384943,Medium
125766,0.8441189450281705,5.4590689311488365,5.745093946785214,3.2854399473132654,5.015321290169306,Medium
458923,0.963167315107625,4.47714018863484,4.52672466768171,8.019894942194899,6.269455167590095,Medium
465192,0.4082718314606891,5.051119891777836,6.932023880225739,1.8886348619439928,6.947827502214493,Medium
94262,0.3046158847269883,3.0426822492882772,1.9800398258293517,1.6809499351369976,11.79746632388004,Medium
437261,0.48123717617843464,9.004518245159598,6.72884782078019,4.253872588786347,10.27079081115583,High
335920,0.3591366548281535,5.055576910567821,5.484124004493457,1.829511626251891,9.636689498807517,Medium
211152,0.653455236837389,8.942134964104898,4.660066629987249,6.265705979855828,7.833371832677768,High
178376,0.9206671679586682,1.9512413191564668,9.577180190610093,3.0364772573493983,10.559979845439091,Low
187848,0.22520457472875569,9.894477439001182,5.702857450588479,9.06128166879435,6.0539055209014,Medium
142787,0.19071514271429785,4.989457786992564,2.9720573152294456,8.05150072760731,9.380092014959844,Low
177948,0.330413978668296,1.430477383546949,5.130671314395688,7.297346854895285,11.944055778403548,Low
105016,0.7534860274561607,1.3421966341370943,9.274486641154054,6.552496246460517,5.831660180416789,Low
452690,0.6336666147329394,7.715865317336547,2.584859241975352,8.771191573073171,9.066157813955705,High
71959,0.19199139780267965,6.931319807833127,2.925613348194132,3.0075585538848117,10.598833777371443,High
186602,0.9268754700346719,8.219175023148289,1.1172661098137537,8.857979584878048,11.24226825015605,High
275928,0.811076173411678,1.9483078055752536,1.1277104445619046,8.105430685816472,9.461394218460917,Medium
431245,0.12072034430887377,1.3201378033199351,8.464524642626614,7.73344743748917,5.5524713107542265,Low
315892,0.6862304898894215,5.577213605028206,7.589103461586602,6.051301102674317,5.936539364120518,Medium
278576,0.7941220016677641,4.488357083344926,4.195369508067625,3.216197448735401,3.186822289115678,Medium
63545,0.4369918327483798,5.157522430038602,7.284800415048155,4.8119312439270665,9.847973799043586,Medium
439803,0.16202938543049691,9.924295679832467,4.556853336789732,8.142135890849215,3.3846564545575624,Medium
215838,0.16958895893990855,9.736749619036031,9.576071163980448,1.28600635921592,10.781871191424711,Medium
385674,0.19382226944662856,9.480838507058735,9.703474132834314,8.038456923373825,4.067945530270849,Low
405701,0.8563956687823806,8.054584090909064,4.53514398228409,3.1606366643880985,4.546888609223318,High
111087,0.9196175784301418,4.193572242312014,8.687997157067812,2.2987828064944273,7.2887382374901355,Medium
118840,0.21052970366116042,4.709178372364944,7.957801375277196,2.0413118636227194,9.640923736518682,Low
168451,0.3123154311355731,5.946544393470321,3.789999434546104,1.245250107557336,4.251019846791699,Medium
497600,0.2489684593305608,8.47481010764356,3.0883584601099536,5.712278366993076,6.960639675598486,Medium
363149,0.2676887915447086,1.6184154926644099,5.124111853535505,2.9643388542435654,7.345661469690943,Low
489792,0.8537417101022429,4.818671972963993,8.032139565529656,9.904885892016685,4.910570775017321,Low
89353,0.398931771389445,1.7435589711334183,9.641510062558709,6.169930802849852,4.0400253901256855,Low
243075,0.3802998376410771,5.631918279161604,7.872211619799153,2.2409674242040936,10.527788306870756,Medium
264283,0.3046560587894014,9.090107416056119,8.696862865165329,7.198862867302288,7.52219084786489,Medium
364877,0.6471049544148328,8.042364321075441,6.427578755534649,9.079692098587527,3.1294311238573767,Medium
115318,0.441375128546994,3.05058175788799,8.518670477579132,7.706615458326529,10.226831711781934,Low
291025,0.76982468665896,9.783917646389131,8.059787722030759,1.687958749355029,11.827144248731264,High
466880,0.28502182753807376,7.006153582417856,4.392869877336521,9.062957630733935,8.453335758728226,Medium
117172,0.8090108998430432,1.0938492945766276,5.96791271908649,8.145364472739683,7.533375483756637,Low
266688,0.643349378557125,3.2987213621669755,8.242778097907253,2.424735100950529,10.905742767404655,Medium
306951,0.20284057005011896,3.3464196992792488,1.4145106077096075,1.4660729985953518,11.572651107161388,Medium
143264,0.4730541257832649,1.6232887565727394,8.272713541202469,6.015795177828776,9.790832243122145,Low
296458,0.8771663265516613,9.638438662683361,2.600993116441211,2.404322302059792,7.009076367608591,High
338880,0.9306642086186364,5.3042976511833135,5.632152554092951,8.51131857335745,8.329992593982965,Medium
275281,0.5191301100869319,9.062331376346938,8.274478956003438,4.225011910045064,9.308418285161993,High
162859,0.5327532802801662,3.899939531001655,3.2843897034102536,9.216032002629179,4.748462139016213,Low
424325,0.9266092524453711,2.127102133895444,3.212266953755377,6.091193549269052,7.024809289947942,Medium
444070,0.6283614017229106,5.269024989155925,4.624879586160267,2.6440514581570134,10.468391382455565,High
402228,0.12956200321909453,2.0256097124288543,9.051785178198712,2.256389806238201,8.892528136485987,Low
481839,0.9214745165912159,5.374139526797859,1.003985032934871,6.188251938019786,6.700836604906687,High
319536,0.32340379848143674,9.28267463097467,9.112447869777414,7.856952506761996,8.970262806132133,Medium
367824,0.6198687586823924,5.686913276507914,2.38426322177447,8.033550829679639,4.064001708652139,Medium
307426,0.24896198568517644,6.548497542055752,9.91077738460734,3.4818166399715316,6.613478495083887,Low
227789,0.1304912442219355,2.4097459327642747,9.593622937346213,2.838220830209507,10.138156841667508,Low
268164,0.3803258540194817,1.3936206329197254,5.45207670632155,1.1508067404314417,4.984579084229832,Low
363003,0.8024461367914789,1.9972716596182634,5.614482230313653,7.112792360810524,4.673653568016759,Low
175657,0.34982845536647633,6.386784181159291,5.333944062482688,1.6891143259018508,11.557367939247882,High
285167,0.2980874926729874,1.855105290930742,6.7189928109357036,4.786850815893333,4.889078666276077,Low
207381,0.29141270590710366,4.383936009471803,1.8164953201143792,6.415139476164665,5.348267216851513,Low
244806,0.5636563141661314,5.950827464123404,1.2935615350740985,9.433980504277093,11.726543450139042,High
120467,0.9779871841144806,4.497875187668623,1.5193263557430896,3.8062192326019177,9.61237713238523,High
233734,0.5130900892153117,2.4731542131877133,4.999288143173629,3.247949462018678,9.296368797211754,Low
148506,0.6015748320010431,3.464121767626959,3.4799314529753507,6.887441388574886,10.676337454691232,Medium
159751,0.8745688161016606,9.354857795637193,6.598356061338944,6.573151288482235,4.042407740131148,High
431050,0.5815627470402928,7.083840480277198,9.931980604373011,3.988988049773121,9.353606129220065,Medium
455904,0.2660165842769705,5.464430548118979,4.476908557688193,9.352916519588078,7.53319748395415,Low
337486,0.3696363205898293,1.1144340098820416,6.16457128694062,8.603760947406695,10.462355762557259,Low
218229,0.37894323364174987,9.931738604405231,4.74043506316602,3.0158429127857302,7.573275467986749,High
418452,0.4575863039118381,7.043094414051789,8.625445009496733,3.1522829089107085,8.58217218842021,Medium
495299,0.4841100148030745,3.8523022961045044,9.120127631160143,5.610703121983725,7.299679137595824,Low
156081,0.8198038198668425,8.913417939980544,8.89620050984734,7.962148915576483,7.303430312002597,Medium
139045,0.41444829914439973,3.325884582626363,9.769350148113318,1.3963634144961796,9.911729802556483,Low
84698,0.5214086455972414,5.896149212644764,1.2476726662637376,7.24001638361236,8.657097605825548,Medium
160078,0.6624783883459471,6.724636873568426,8.558345459309779,6.834123076438873,8.699368814484693,Medium
392767,0.43995335269615243,2.989570343083556,7.765949557351839,3.083320863216894,7.052542354483732,Low
72671,0.8529083319630996,9.805575509205363,3.058249684603283,7.132177119172139,7.779985467037748,High
468400,0.6287082438106669,7.733727153810978,9.606880840487747,9.461648721268743,9.711458995843085,Medium
405528,0.36464021129887436,6.020319029599629,2.333601354069509,1.4210726047459166,10.433468272007264,High
485323,0.7426532798108454,2.625351383577708,7.115949344205175,3.876868497628563,9.269052619296415,Low
136202,0.5748829571303072,1.4847238629822352,3.0240119513432124,4.943590449997197,11.316656899611148,Medium
101663,0.5810103021315223,3.880538492688851,4.882425838966672,9.093343230322207,10.382916793324808,Low
65708,0.5329791535488274,7.778686023220625,7.47243907250112,9.660353019482411,8.056774108285666,Medium
404050,0.5473107539391241,3.4239816847182256,6.06992177829742,4.997037218466991,9.042654653793631,Low
